년,월,평균기온(℃),최고기온 평균(℃),최저기온 평균(℃),강수량(mm),지역
 2019,03,6.7,13.5,0.6,310.4,전라북도
 2019,04,11.5,18.0,5.7,879.1,전라북도
 2019,05,17.6,25.1,10.6,601.3,전라북도
 2019,06,21.0,26.7,16.5,1121.8,전라북도
 2019,07,24.7,29.1,21.1,2413.3,전라북도
 2019,08,25.9,30.9,22.0,1498.9,전라북도
 2019,09,21.7,26.7,17.7,2141.2,전라북도
 2020,03,7.3,13.8,1.2,356.1,전라북도
 2020,04,9.8,16.6,3.4,362.7,전라북도
 2020,05,17.6,23.4,12.6,892.5,전라북도
 2020,06,22.5,27.9,18.3,1727.7,전라북도
 2020,07,22.8,26.5,20.1,5204.8,전라북도
 2020,08,26.9,31.2,23.8,5505.1,전라북도
 2020,09,20.3,25.4,16.4,2018.2,전라북도
 2021,03,8.5,15.2,2.8,957.7,전라북도
 2021,04,13.3,19.8,7.2,389.6,전라북도
 2021,05,16.8,22.7,11.2,1097.2,전라북도
 2021,06,22.2,27.6,17.7,1230.8,전라북도
 2021,07,26.2,31.2,22.3,2248.9,전라북도
 2021,08,25.1,30.0,21.6,3461.2,전라북도
 2021,09,21.9,26.6,18.1,1340.0,전라북도
 2022,03,7.5,13.9,1.5,832.3,전라북도
 2022,04,13.4,20.5,7.1,597.8,전라북도
 2022,05,17.5,24.5,10.9,37.3,전라북도
 2022,06,22.8,27.8,18.8,1784.6,전라북도
 2022,07,26.1,30.5,22.5,1436.2,전라북도
 2022,08,25.6,29.5,22.5,1845.8,전라북도
 2022,09,21.4,27.0,16.9,823.4,전라북도
 1980,03,6.6,11.9,2.1,489.4,전라남도
 1980,04,11.7,16.7,6.6,1005.4,전라남도
 1980,05,16.7,22.2,11.5,1107.5,전라남도
 1980,06,20.9,25.3,17.5,1009.1,전라남도
 1980,07,22.8,26.1,20.3,1857.1,전라남도
 1980,08,22.6,26.2,20.0,3070.5,전라남도
 1980,09,20.1,25.5,15.6,149.5,전라남도
 1981,03,7.4,13.2,2.3,137.4,전라남도
 1981,04,12.2,17.7,6.9,456.7,전라남도
 1981,05,16.6,22.3,11.3,256.4,전라남도
 1981,06,20.7,25.7,16.6,1563.9,전라남도
 1981,07,25.9,29.9,23.0,1677.0,전라남도
 1981,08,25.3,29.8,21.9,1126.4,전라남도
 1981,09,20.7,26.1,16.5,3809.0,전라남도
 1982,03,7.7,13.4,2.6,473.9,전라남도
 1982,04,12.2,17.9,7.1,552.7,전라남도
 1982,05,18.0,23.3,13.2,388.8,전라남도
 1982,06,21.2,26.9,16.5,296.2,전라남도
 1982,07,23.7,28.2,20.3,2156.8,전라남도
 1982,08,25.9,30.2,22.7,1255.7,전라남도
 1982,09,20.8,26.3,16.1,344.8,전라남도
 1983,03,7.6,12.4,3.5,408.6,전라남도
 1983,04,13.4,18.5,8.6,871.3,전라남도
 1983,05,17.4,22.8,12.4,694.1,전라남도
 1983,06,20.9,26.0,16.9,379.6,전라남도
 1983,07,23.9,27.5,21.0,1602.8,전라남도
 1983,08,26.3,30.5,23.0,679.6,전라남도
 1983,09,22.8,26.9,19.6,1691.2,전라남도
 1984,03,5.0,10.4,0.3,78.9,전라남도
 1984,04,12.4,17.5,7.7,801.9,전라남도
 1984,05,17.1,22.8,12.2,259.4,전라남도
 1984,06,21.5,25.8,17.9,1336.5,전라남도
 1984,07,25.0,28.6,22.2,1187.8,전라남도
 1984,08,26.9,31.0,23.8,1484.9,전라남도
 1984,09,21.3,26.3,17.4,1256.5,전라남도
 1985,03,6.2,11.4,2.1,684.5,전라남도
 1985,04,12.1,17.9,6.8,692.4,전라남도
 1985,05,17.6,22.3,13.3,1839.8,전라남도
 1985,06,20.4,24.5,17.3,3999.1,전라남도
 1985,07,25.3,29.1,22.3,1021.3,전라남도
 1985,08,26.9,30.8,23.7,1905.9,전라남도
 1985,09,22.9,27.2,19.4,1263.8,전라남도
 1986,03,6.7,12.4,2.1,329.2,전라남도
 1986,04,12.7,18.5,7.4,355.5,전라남도
 1986,05,17.0,22.2,12.4,929.7,전라남도
 1986,06,21.0,25.3,17.6,2057.2,전라남도
 1986,07,23.0,26.2,20.5,1507.4,전라남도
 1986,08,25.6,30.2,21.7,1544.9,전라남도
 1986,09,20.2,24.7,16.5,1270.9,전라남도
 1987,03,6.2,10.9,1.9,510.3,전라남도
 1987,04,11.8,17.4,6.8,560.4,전라남도
 1987,05,17.1,22.3,12.4,539.6,전라남도
 1987,06,21.1,25.6,17.1,780.0,전라남도
 1987,07,23.7,26.8,21.5,3209.4,전라남도
 1987,08,24.8,28.1,22.2,2313.8,전라남도
 1987,09,20.5,25.5,16.5,392.6,전라남도
 1988,03,5.8,10.8,1.4,453.6,전라남도
 1988,04,11.9,17.6,6.7,584.2,전라남도
 1988,05,17.1,22.4,12.5,802.0,전라남도
 1988,06,21.2,25.6,17.7,1097.2,전라남도
 1988,07,24.8,28.3,22.2,773.4,전라남도
 1988,08,25.8,30.3,22.2,724.0,전라남도
 1988,09,21.9,26.9,17.9,256.6,전라남도
 1989,03,7.3,13.0,2.6,317.8,전라남도
 1989,04,14.1,20.1,8.6,211.2,전라남도
 1989,05,17.6,22.8,13.0,450.0,전라남도
 1989,06,20.0,24.4,16.4,1719.0,전라남도
 1989,07,24.3,27.7,21.7,2039.9,전라남도
 1989,08,25.5,29.5,22.3,1683.9,전라남도
 1989,09,21.7,25.8,18.4,1132.3,전라남도
 1990,03,8.5,13.5,4.0,429.6,전라남도
 1990,04,12.1,17.0,7.3,945.6,전라남도
 1990,05,16.8,21.3,12.5,926.9,전라남도
 1990,06,21.4,25.4,18.1,1812.4,전라남도
 1990,07,25.5,29.4,22.8,1370.8,전라남도
 1990,08,27.2,32.0,23.4,941.1,전라남도
 1990,09,22.5,26.7,19.0,909.0,전라남도
 1991,03,7.0,12.1,2.7,687.8,전라남도
 1991,04,12.8,18.8,7.5,679.4,전라남도
 1991,05,16.8,21.6,12.5,392.0,전라남도
 1991,06,21.7,25.8,18.3,1318.6,전라남도
 1991,07,24.4,27.7,22.1,1923.6,전라남도
 1991,08,24.4,28.3,21.6,1196.6,전라남도
 1991,09,22.2,26.6,18.7,744.6,전라남도
 1992,03,8.3,13.4,4.4,595.8,전라남도
 1992,04,13.0,18.7,7.4,702.5,전라남도
 1992,05,16.7,22.1,11.6,880.3,전라남도
 1992,06,20.2,25.2,15.7,195.6,전라남도
 1992,07,25.0,29.0,21.8,688.4,전라남도
 1992,08,25.7,29.7,22.5,1101.9,전라남도
 1992,09,22.0,26.3,18.1,1324.6,전라남도
 1993,03,6.6,12.6,1.6,434.5,전라남도
 1993,04,11.9,17.9,6.4,243.9,전라남도
 1993,05,17.1,22.3,12.4,670.8,전라남도
 1993,06,20.8,24.9,17.4,1227.2,전라남도
 1993,07,22.6,25.9,20.0,895.3,전라남도
 1993,08,23.1,26.8,20.2,3196.2,전라남도
 1993,09,21.1,25.7,17.0,163.1,전라남도
 1994,03,5.4,10.8,0.5,204.2,전라남도
 1994,04,13.9,19.6,8.7,504.4,전라남도
 1994,05,17.4,22.3,12.3,801.7,전라남도
 1994,06,20.6,25.6,16.5,370.5,전라남도
 1994,07,27.8,32.7,23.7,297.3,전라남도
 1994,08,27.2,31.0,23.6,1696.2,전라남도
 1994,09,21.8,27.8,16.4,170.4,전라남도
 1995,03,7.4,12.6,2.7,452.6,전라남도
 1995,04,11.6,17.3,6.0,630.3,전라남도
 1995,05,16.2,21.5,10.9,591.7,전라남도
 1995,06,20.5,24.9,16.7,651.6,전라남도
 1995,07,24.2,27.6,21.6,1160.5,전라남도
 1995,08,26.8,30.9,23.5,635.7,전라남도
 1995,09,20.6,25.4,16.5,279.5,전라남도
 1996,03,5.9,10.6,1.7,990.2,전라남도
 1996,04,10.2,15.9,4.6,451.2,전라남도
 1996,05,16.9,22.5,11.7,265.8,전라남도
 1996,06,20.9,24.4,18.2,1756.5,전라남도
 1996,07,24.2,28.0,21.3,1145.8,전라남도
 1996,08,26.0,30.5,22.4,643.0,전라남도
 1996,09,21.6,27.3,16.9,273.9,전라남도
 1997,03,7.6,13.1,2.8,675.2,전라남도
 1997,04,12.3,17.8,7.2,821.8,전라남도
 1997,05,17.0,21.8,12.9,851.3,전라남도
 1997,06,21.7,26.5,17.6,1444.2,전라남도
 1997,07,24.6,28.2,21.7,1809.8,전라남도
 1997,08,25.6,29.6,22.5,1525.7,전라남도
 1997,09,21.3,26.4,17.2,197.6,전라남도
 1998,03,7.9,12.8,3.4,613.0,전라남도
 1998,04,14.4,18.8,10.7,1010.1,전라남도
 1998,05,17.6,22.3,13.5,827.0,전라남도
 1998,06,20.2,23.3,17.5,2793.8,전라남도
 1998,07,24.6,27.6,22.2,1423.0,전라남도
 1998,08,25.9,29.3,23.2,1400.6,전라남도
 1998,09,22.7,27.1,19.2,2136.2,전라남도
 1999,03,7.8,12.4,3.2,937.2,전라남도
 1999,04,12.8,18.2,8.1,605.4,전라남도
 1999,05,17.0,21.9,12.3,945.2,전라남도
 1999,06,21.2,25.6,17.7,1091.6,전라남도
 1999,07,23.3,26.3,21.0,3121.2,전라남도
 1999,08,24.6,27.9,21.9,2584.5,전라남도
 1999,09,23.1,26.8,20.1,2158.9,전라남도
 2000,03,6.9,12.6,1.8,209.4,전라남도
 2000,04,11.7,17.6,6.3,136.4,전라남도
 2000,05,16.5,22.0,11.7,462.1,전라남도
 2000,06,20.8,25.1,17.3,1512.8,전라남도
 2000,07,25.0,28.9,22.1,1856.1,전라남도
 2000,08,25.8,29.8,22.6,2720.6,전라남도
 2000,09,20.3,24.3,17.0,1751.5,전라남도
 2001,03,6.6,11.9,2.0,105.6,전라남도
 2001,04,12.4,18.5,6.6,315.8,전라남도
 2001,05,17.7,22.7,13.5,255.9,전라남도
 2001,06,20.8,25.1,17.7,2219.3,전라남도
 2001,07,25.1,29.0,22.1,1150.3,전라남도
 2001,08,25.4,29.8,22.0,735.4,전라남도
 2001,09,21.8,26.7,17.8,382.9,전라남도
 2002,03,8.5,13.9,3.4,461.3,전라남도
 2002,04,13.0,18.1,8.3,986.8,전라남도
 2002,05,16.5,21.2,12.7,685.7,전라남도
 2002,06,21.0,26.0,16.9,725.6,전라남도
 2002,07,23.7,27.3,21.2,2294.6,전라남도
 2002,08,24.1,27.5,21.7,3762.7,전라남도
 2002,09,21.1,26.1,17.2,735.4,전라남도
 2003,03,6.7,11.3,2.5,523.0,전라남도
 2003,04,12.8,17.6,8.7,1550.6,전라남도
 2003,05,17.2,21.9,13.3,1480.9,전라남도
 2003,06,20.7,24.8,17.2,1355.2,전라남도
 2003,07,22.1,25.0,19.9,3198.9,전라남도
 2003,08,24.2,27.8,21.4,2161.3,전라남도
 2003,09,22.1,26.4,18.7,1557.6,전라남도
 2004,03,7.1,12.8,2.1,340.5,전라남도
 2004,04,12.5,18.4,6.9,616.7,전라남도
 2004,05,16.8,21.1,12.8,904.8,전라남도
 2004,06,21.0,25.6,17.1,1597.2,전라남도
 2004,07,25.1,28.8,22.3,1629.9,전라남도
 2004,08,25.6,30.0,22.4,2743.4,전라남도
 2004,09,22.0,26.1,18.8,1873.3,전라남도
 2005,03,5.2,10.3,0.6,525.8,전라남도
 2005,04,12.5,18.2,7.4,793.0,전라남도
 2005,05,16.9,22.5,12.1,825.9,전라남도
 2005,06,21.9,26.3,18.5,1215.9,전라남도
 2005,07,24.7,28.4,21.9,1320.9,전라남도
 2005,08,25.4,29.2,22.6,1523.9,전라남도
 2005,09,23.1,27.2,20.0,513.0,전라남도
 2006,03,6.6,12.1,1.4,168.4,전라남도
 2006,04,11.2,16.1,6.6,1012.4,전라남도
 2006,05,16.4,21.2,12.4,1600.0,전라남도
 2006,06,20.5,25.1,17.0,1602.9,전라남도
 2006,07,23.7,26.8,21.4,3089.3,전라남도
 2006,08,26.9,31.4,23.7,1107.6,전라남도
 2006,09,20.4,25.0,16.5,519.1,전라남도
 2007,03,7.8,12.9,3.4,910.2,전라남도
 2007,04,11.7,17.1,6.5,312.7,전라남도
 2007,05,17.2,22.4,12.7,947.4,전라남도
 2007,06,20.8,24.7,17.7,306.6,전라남도
 2007,07,23.7,27.3,21.0,1880.8,전라남도
 2007,08,26.3,30.0,23.6,2141.5,전라남도
 2007,09,22.0,25.3,19.3,3162.2,전라남도
 2008,03,7.4,12.8,2.4,525.7,전라남도
 2008,04,12.6,18.0,7.8,519.1,전라남도
 2008,05,16.7,22.1,11.9,1355.7,전라남도
 2008,06,20.1,23.7,17.3,2360.3,전라남도
 2008,07,25.7,29.4,23.0,791.1,전라남도
 2008,08,25.2,29.3,21.9,886.6,전라남도
 2008,09,22.5,27.1,19.0,342.3,전라남도
 2009,03,7.4,12.5,2.6,517.4,전라남도
 2009,04,12.3,18.2,6.9,695.2,전라남도
 2009,05,17.7,23.4,12.6,1158.5,전라남도
 2009,06,21.3,25.7,17.5,1069.1,전라남도
 2009,07,23.9,27.3,21.1,3917.5,전라남도
 2009,08,24.9,28.8,21.9,815.5,전라남도
 2009,09,21.8,26.6,18.1,469.3,전라남도
 2010,03,6.8,10.8,2.5,1109.9,전라남도
 2010,04,10.2,15.0,5.5,1532.4,전라남도
 2010,05,16.8,22.0,12.2,1506.7,전라남도
 2010,06,21.7,26.3,18.0,1138.2,전라남도
 2010,07,25.1,28.5,22.5,2855.7,전라남도
 2010,08,27.1,30.7,24.4,3728.8,전라남도
 2010,09,23.0,27.5,19.6,1712.2,전라남도
 2011,03,5.4,10.7,0.6,339.9,전라남도
 2011,04,11.4,17.1,5.7,1352.9,전라남도
 2011,05,17.3,22.3,13.0,1580.7,전라남도
 2011,06,21.7,26.0,18.3,2716.1,전라남도
 2011,07,25.6,29.1,22.8,4444.6,전라남도
 2011,08,25.2,28.5,22.8,4011.8,전라남도
 2011,09,22.1,27.2,18.0,370.8,전라남도
 2012,03,6.4,11.0,2.2,1768.5,전라남도
 2012,04,12.5,17.9,7.2,2314.9,전라남도
 2012,05,18.4,24.1,13.7,521.0,전라남도
 2012,06,22.0,26.3,18.6,673.8,전라남도
 2012,07,25.4,29.1,22.6,3488.0,전라남도
 2012,08,26.9,30.5,24.0,6105.3,전라남도
 2012,09,21.0,25.6,17.3,3303.1,전라남도
 2013,03,7.2,13.9,1.4,983.1,전라남도
 2013,04,10.8,16.5,5.3,889.1,전라남도
 2013,05,17.6,23.4,12.3,2455.7,전라남도
 2013,06,22.2,26.4,18.9,1158.0,전라남도
 2013,07,26.4,29.9,23.8,2485.2,전라남도
 2013,08,27.5,32.3,24.0,2675.4,전라남도
 2013,09,22.2,27.1,18.1,1179.4,전라남도
 2014,03,8.2,13.3,3.2,1252.0,전라남도
 2014,04,13.5,19.3,8.4,970.4,전라남도
 2014,05,17.9,23.7,12.4,1490.4,전라남도
 2014,06,21.6,25.8,18.4,1258.6,전라남도
 2014,07,24.4,28.0,21.6,2752.7,전라남도
 2014,08,24.1,27.4,21.6,6465.9,전라남도
 2014,09,21.7,26.5,17.7,1743.0,전라남도
 2015,03,7.4,13.5,1.9,701.3,전라남도
 2015,04,12.9,18.2,8.3,2741.3,전라남도
 2015,05,18.1,23.9,12.8,1586.8,전라남도
 2015,06,21.0,25.2,17.7,1593.9,전라남도
 2015,07,24.2,28.0,21.3,2611.7,전라남도
 2015,08,25.2,29.6,21.7,1779.8,전라남도
 2015,09,21.0,26.2,16.7,1108.4,전라남도
 2016,03,7.7,13.3,2.5,1165.6,전라남도
 2016,04,13.8,19.3,8.9,3013.6,전라남도
 2016,05,18.2,23.7,12.9,1668.1,전라남도
 2016,06,21.8,25.6,18.7,1696.2,전라남도
 2016,07,25.6,29.3,22.7,2681.6,전라남도
 2016,08,27.0,32.1,23.1,516.8,전라남도
 2016,09,22.3,26.6,19.0,3167.4,전라남도
 2017,03,6.7,12.7,1.3,333.0,전라남도
 2017,04,13.8,19.9,8.1,735.2,전라남도
 2017,05,18.3,24.6,12.5,374.1,전라남도
 2017,06,21.4,26.6,17.1,1012.2,전라남도
 2017,07,26.5,30.3,23.6,2031.5,전라남도
 2017,08,26.4,30.8,22.8,2945.8,전라남도
 2017,09,21.5,26.4,17.3,1486.5,전라남도
 2018,03,8.5,14.2,3.3,1979.9,전라남도
 2018,04,13.4,19.0,8.0,1860.8,전라남도
 2018,05,17.8,22.7,13.3,1350.3,전라남도
 2018,06,21.9,26.7,18.0,2876.6,전라남도
 2018,07,26.8,31.2,23.3,1242.6,전라남도
 2018,08,27.7,31.9,24.4,3192.8,전라남도
 2018,09,21.4,25.8,17.7,2429.4,전라남도
 2019,03,8.1,13.9,2.8,682.9,전라남도
 2019,04,12.1,17.5,7.0,1119.6,전라남도
 2019,05,18.0,24.3,11.9,1734.1,전라남도
 2019,06,21.0,25.7,17.1,2885.4,전라남도
 2019,07,24.3,28.0,21.6,3252.5,전라남도
 2019,08,26.1,30.3,22.7,1548.4,전라남도
 2019,09,22.3,26.5,19.0,3571.1,전라남도
 2020,03,8.3,14.0,2.8,525.4,전라남도
 2020,04,10.8,16.6,5.3,854.7,전라남도
 2020,05,17.3,22.1,13.1,2219.1,전라남도
 2020,06,22.1,26.7,18.3,4005.3,전라남도
 2020,07,22.7,25.9,20.4,5005.3,전라남도
 2020,08,27.2,30.9,24.4,3177.8,전라남도
 2020,09,21.3,25.6,17.7,2915.8,전라남도
 2021,03,9.8,15.3,4.7,1789.0,전라남도
 2021,04,13.7,19.2,8.5,867.4,전라남도
 2021,05,17.5,22.6,12.6,1532.7,전라남도
 2021,06,22.2,26.8,18.5,1497.7,전라남도
 2021,07,26.3,30.2,23.0,5265.2,전라남도
 2021,08,26.0,30.2,22.8,3586.8,전라남도
 2021,09,22.6,26.5,19.5,1511.0,전라남도
 2022,03,8.7,14.4,3.5,1613.1,전라남도
 2022,04,13.9,20.1,8.4,1075.7,전라남도
 2022,05,17.8,24.1,12.0,38.6,전라남도
 2022,06,22.4,26.5,19.2,1192.9,전라남도
 2022,07,26.3,30.2,23.2,2694.6,전라남도
 2022,08,26.3,29.9,23.4,1684.1,전라남도
 2022,09,22.2,26.7,18.5,2061.7,전라남도
 1980,03,5.6,11.4,0.3,480.9,경상북도
 1980,04,10.4,15.8,4.9,1279.9,경상북도
 1980,05,17.0,23.4,10.7,940.2,경상북도
 1980,06,22.0,27.2,17.4,1246.7,경상북도
 1980,07,22.1,26.0,18.9,2221.1,경상북도
 1980,08,21.3,24.7,18.7,2093.7,경상북도
 1980,09,18.6,24.5,13.7,1315.5,경상북도
 1981,03,5.8,12.1,0.1,345.8,경상북도
 1981,04,12.5,18.8,6.4,387.6,경상북도
 1981,05,16.7,23.1,10.3,175.7,경상북도
 1981,06,20.5,26.0,15.4,1031.4,경상북도
 1981,07,25.4,29.6,21.7,1324.1,경상북도
 1981,08,23.6,28.4,19.4,2068.9,경상북도
 1981,09,18.4,24.2,13.5,2069.9,경상북도
 1982,03,6.5,12.3,1.3,521.2,경상북도
 1982,04,12.0,18.4,5.7,314.6,경상북도
 1982,05,18.1,24.1,12.0,464.5,경상북도
 1982,06,20.9,26.7,15.1,287.7,경상북도
 1982,07,23.5,28.6,19.0,1219.0,경상북도
 1982,08,25.0,29.3,21.4,2054.8,경상북도
 1982,09,19.1,24.9,13.9,202.1,경상북도
 1983,03,5.5,11.3,0.1,719.1,경상북도
 1983,04,13.1,19.4,7.0,1134.4,경상북도
 1983,05,17.2,23.4,11.0,373.4,경상북도
 1983,06,20.4,26.1,15.1,1570.4,경상북도
 1983,07,23.5,27.8,19.8,2250.0,경상북도
 1983,08,25.3,30.0,21.6,1661.0,경상북도
 1983,09,20.9,25.6,17.1,1749.4,경상북도
 1984,03,3.3,9.1,-2.2,187.0,경상북도
 1984,04,10.7,16.7,5.0,1180.2,경상북도
 1984,05,16.8,23.4,10.4,615.2,경상북도
 1984,06,21.1,26.1,16.7,1499.2,경상북도
 1984,07,24.1,28.4,20.6,2106.3,경상북도
 1984,08,26.4,31.0,22.9,1580.2,경상북도
 1984,09,19.4,24.9,15.0,2053.8,경상북도
 1985,03,5.3,10.4,0.7,626.4,경상북도
 1985,04,11.8,18.2,5.5,655.0,경상북도
 1985,05,17.1,23.0,11.1,1161.7,경상북도
 1985,06,19.9,24.8,15.5,786.8,경상북도
 1985,07,25.1,29.8,21.3,1996.6,경상북도
 1985,08,26.0,30.6,22.3,1999.3,경상북도
 1985,09,20.5,24.8,17.0,2589.5,경상북도
 1986,03,4.9,11.0,-0.4,373.2,경상북도
 1986,04,12.2,18.9,5.6,290.6,경상북도
 1986,05,16.7,22.9,10.6,781.0,경상북도
 1986,06,20.2,24.8,16.1,1944.4,경상북도
 1986,07,22.2,26.1,19.1,1513.2,경상북도
 1986,08,24.2,29.0,20.6,1752.2,경상북도
 1986,09,18.8,24.2,14.2,751.8,경상북도
 1987,03,5.1,10.4,0.2,478.3,경상북도
 1987,04,11.6,18.4,4.9,428.3,경상북도
 1987,05,16.9,23.3,10.7,683.8,경상북도
 1987,06,20.9,26.7,15.1,1290.3,경상북도
 1987,07,23.9,28.1,20.2,2855.9,경상북도
 1987,08,23.8,28.0,20.9,3188.2,경상북도
 1987,09,18.5,24.4,13.8,207.3,경상북도
 1988,03,4.0,9.8,-1.3,457.4,경상북도
 1988,04,11.7,18.4,4.9,566.5,경상북도
 1988,05,16.7,23.2,10.2,474.5,경상북도
 1988,06,20.8,26.0,16.1,1140.0,경상북도
 1988,07,22.7,26.5,19.7,3674.2,경상북도
 1988,08,24.7,30.0,20.4,1008.4,경상북도
 1988,09,19.6,25.0,15.2,1213.0,경상북도
 1989,03,5.7,11.4,0.7,1195.2,경상북도
 1989,04,13.1,20.4,5.7,262.3,경상북도
 1989,05,17.4,23.8,11.1,614.6,경상북도
 1989,06,19.5,24.9,14.7,1572.6,경상북도
 1989,07,23.0,27.5,19.5,2675.3,경상북도
 1989,08,23.7,28.4,19.4,1728.4,경상북도
 1989,09,19.6,24.5,15.7,1886.5,경상북도
 1990,03,7.0,12.8,1.7,601.5,경상북도
 1990,04,11.1,17.0,5.2,902.2,경상북도
 1990,05,16.4,22.0,11.0,1043.0,경상북도
 1990,06,20.9,25.8,16.7,2436.6,경상북도
 1990,07,24.8,29.3,21.5,2083.7,경상북도
 1990,08,26.0,31.6,21.5,1202.4,경상북도
 1990,09,20.1,25.0,16.2,2303.3,경상북도
 1991,03,5.0,10.5,0.3,652.6,경상북도
 1991,04,11.6,18.7,4.6,857.7,경상북도
 1991,05,16.2,22.4,9.9,673.1,경상북도
 1991,06,22.0,27.3,17.1,920.4,경상북도
 1991,07,23.6,27.2,20.5,3618.8,경상북도
 1991,08,22.8,27.0,19.3,3004.3,경상북도
 1991,09,19.8,25.0,15.4,1680.4,경상북도
 1992,03,6.4,11.9,1.5,593.8,경상북도
 1992,04,12.0,18.2,5.9,1037.4,경상북도
 1992,05,15.3,21.5,9.2,624.0,경상북도
 1992,06,19.7,25.8,14.1,265.6,경상북도
 1992,07,25.0,30.3,20.6,2288.6,경상북도
 1992,08,23.3,27.3,20.2,2167.6,경상북도
 1992,09,19.9,24.9,15.6,1713.4,경상북도
 1993,03,4.8,11.3,-0.9,517.4,경상북도
 1993,04,11.3,17.8,4.7,555.4,경상북도
 1993,05,16.2,22.7,10.4,1685.7,경상북도
 1993,06,20.2,25.1,16.1,1610.1,경상북도
 1993,07,21.1,25.4,17.5,3213.2,경상북도
 1993,08,21.2,25.5,17.9,4423.2,경상북도
 1993,09,19.1,25.3,13.9,765.7,경상북도
 1994,03,4.2,10.0,-1.1,325.5,경상북도
 1994,04,13.4,20.4,6.2,388.1,경상북도
 1994,05,17.1,23.4,10.8,1467.0,경상북도
 1994,06,20.7,26.6,15.1,1570.6,경상북도
 1994,07,27.6,33.2,22.8,656.6,경상북도
 1994,08,26.8,32.4,22.1,1242.3,경상북도
 1994,09,20.3,27.0,14.4,278.2,경상북도
 1995,03,5.6,11.7,0.4,721.0,경상북도
 1995,04,11.6,18.8,4.2,686.1,경상북도
 1995,05,16.0,22.5,9.3,749.6,경상북도
 1995,06,19.2,24.7,14.4,776.7,경상북도
 1995,07,24.4,29.1,20.6,1404.4,경상북도
 1995,08,26.2,31.5,22.2,3176.2,경상북도
 1995,09,18.5,24.1,13.7,632.6,경상북도
 1996,03,4.4,10.0,-0.9,1324.2,경상북도
 1996,04,10.7,17.1,4.1,567.0,경상북도
 1996,05,16.8,23.4,10.5,596.2,경상북도
 1996,06,20.3,24.8,16.5,3118.5,경상북도
 1996,07,23.6,28.7,19.5,1436.5,경상북도
 1996,08,24.7,29.9,20.5,1248.8,경상북도
 1996,09,20.0,26.5,14.8,378.9,경상북도
 1997,03,6.7,13.3,0.5,243.1,경상북도
 1997,04,12.3,18.8,5.9,606.4,경상북도
 1997,05,17.0,23.2,11.2,1695.9,경상북도
 1997,06,21.4,27.7,15.9,1517.1,경상북도
 1997,07,24.1,28.9,20.2,3467.7,경상북도
 1997,08,24.6,29.5,20.7,1796.6,경상북도
 1997,09,19.1,25.2,14.1,817.7,경상북도
 1998,03,7.7,14.0,1.8,330.1,경상북도
 1998,04,14.6,20.5,9.4,1359.9,경상북도
 1998,05,17.8,23.9,11.8,1038.3,경상북도
 1998,06,19.3,23.6,15.5,2167.2,경상북도
 1998,07,23.2,26.8,20.3,3333.7,경상북도
 1998,08,23.9,28.1,20.8,4146.8,경상북도
 1998,09,21.0,26.4,16.5,2637.3,경상북도
 1999,03,6.1,12.2,0.3,892.3,경상북도
 1999,04,12.4,18.9,6.1,1184.8,경상북도
 1999,05,17.0,23.4,10.7,1589.2,경상북도
 1999,06,21.1,26.6,16.1,1957.0,경상북도
 1999,07,22.9,27.1,19.6,1853.8,경상북도
 1999,08,23.7,27.9,20.3,3455.7,경상북도
 1999,09,21.5,26.3,17.9,4092.6,경상북도
 2000,03,6.5,13.3,0.1,322.0,경상북도
 2000,04,11.8,18.6,5.4,538.4,경상북도
 2000,05,17.5,24.3,11.2,603.1,경상북도
 2000,06,21.2,26.9,16.3,1500.8,경상북도
 2000,07,25.0,30.2,20.8,1773.7,경상북도
 2000,08,24.5,29.1,21.1,2780.5,경상북도
 2000,09,18.8,23.6,14.9,2944.4,경상북도
 2001,03,5.5,11.9,-0.4,158.9,경상북도
 2001,04,12.6,19.9,5.0,168.7,경상북도
 2001,05,18.0,24.5,11.9,356.7,경상북도
 2001,06,21.3,26.7,16.8,2565.5,경상북도
 2001,07,24.9,30.3,20.7,1419.2,경상북도
 2001,08,24.4,29.9,20.2,597.2,경상북도
 2001,09,19.4,25.4,14.6,1808.5,경상북도
 2002,03,7.7,14.1,1.6,544.6,경상북도
 2002,04,12.7,19.3,6.3,1710.6,경상북도
 2002,05,16.0,21.8,10.6,1414.0,경상북도
 2002,06,20.3,26.5,14.5,465.9,경상북도
 2002,07,23.9,28.3,20.3,2458.7,경상북도
 2002,08,23.0,26.8,20.2,6993.7,경상북도
 2002,09,18.8,24.6,14.4,1179.1,경상북도
 2003,03,5.6,11.2,0.4,562.0,경상북도
 2003,04,11.9,17.9,6.3,2365.3,경상북도
 2003,05,16.2,22.4,10.5,2457.2,경상북도
 2003,06,20.3,25.4,16.1,2423.8,경상북도
 2003,07,21.2,25.1,18.3,5332.9,경상북도
 2003,08,23.0,27.4,19.8,3599.1,경상북도
 2003,09,20.0,24.8,16.2,2959.7,경상북도
 2004,03,6.2,12.7,0.0,351.0,경상북도
 2004,04,13.2,20.4,6.2,1162.4,경상북도
 2004,05,17.2,22.8,11.9,1151.7,경상북도
 2004,06,21.2,27.1,15.8,3030.8,경상북도
 2004,07,25.0,29.7,21.2,2984.4,경상북도
 2004,08,23.9,28.7,20.4,4081.3,경상북도
 2004,09,19.8,24.9,15.8,2204.6,경상북도
 2005,03,4.8,10.8,-0.9,792.1,경상북도
