년,월,평균기온(℃),최고기온 평균(℃),최저기온 평균(℃),강수량(mm),지역
 1996,04,9.2,16.2,2.0,168.2,충청북도
 1996,05,16.8,24.1,9.7,220.8,충청북도
 1996,06,21.2,26.0,17.4,1482.7,충청북도
 1996,07,23.8,29.2,19.7,1023.7,충청북도
 1996,08,24.7,30.1,20.5,563.0,충청북도
 1996,09,19.2,26.6,13.4,107.8,충청북도
 1997,03,5.2,12.6,-1.3,144.2,충청북도
 1997,04,11.6,18.7,4.3,282.2,충청북도
 1997,05,16.4,22.7,10.7,962.3,충청북도
 1997,06,21.4,27.8,15.6,940.3,충청북도
 1997,07,23.9,28.9,19.9,1785.0,충청북도
 1997,08,24.5,29.9,20.2,1145.2,충청북도
 1997,09,18.2,24.9,12.8,269.5,충청북도
 1998,03,6.1,13.2,-0.7,146.3,충청북도
 1998,04,14.7,21.2,9.2,809.9,충청북도
 1998,05,17.5,23.9,11.3,475.1,충청북도
 1998,06,20.1,24.9,15.9,1143.5,충청북도
 1998,07,24.0,28.0,20.7,1385.4,충청북도
 1998,08,24.3,28.9,20.9,2811.3,충청북도
 1998,09,20.9,27.4,15.8,1004.3,충청북도
 1999,03,5.4,12.3,-1.2,333.6,충청북도
 1999,04,12.6,20.0,5.4,511.3,충청북도
 1999,05,16.5,23.3,9.8,530.8,충청북도
 1999,06,21.6,27.8,15.8,869.4,충청북도
 1999,07,23.7,28.4,19.5,728.9,충청북도
 1999,08,24.0,28.8,20.1,1309.2,충청북도
 1999,09,21.2,26.4,17.3,1403.7,충청북도
 2000,03,4.8,12.2,-2.1,87.1,충청북도
 2000,04,10.6,17.8,3.5,243.5,충청북도
 2000,05,16.6,23.5,10.4,262.7,충청북도
 2000,06,21.6,27.5,16.6,1031.0,충청북도
 2000,07,25.2,30.7,20.9,1434.3,충청북도
 2000,08,24.9,29.8,21.3,1576.9,충청북도
 2000,09,18.5,23.9,14.3,1261.0,충청북도
 2001,03,4.3,11.2,-2.0,60.8,충청북도
 2001,04,12.6,20.7,4.4,71.2,충청북도
 2001,05,18.3,25.2,11.8,85.5,충청북도
 2001,06,21.9,27.3,17.1,1188.0,충청북도
 2001,07,25.3,30.5,21.2,934.3,충청북도
 2001,08,24.8,30.9,20.0,462.0,충청북도
 2001,09,19.7,26.8,13.4,200.5,충청북도
 2002,03,6.9,14.1,0.0,167.8,충청북도
 2002,04,13.0,20.2,5.7,848.4,충청북도
 2002,05,16.8,23.0,10.9,555.2,충청북도
 2002,06,20.9,27.2,14.8,319.9,충청북도
 2002,07,24.3,29.0,20.6,951.7,충청북도
 2002,08,23.2,27.1,20.5,2802.5,충청북도
 2002,09,19.0,25.0,14.4,422.6,충청북도
 2003,03,5.2,11.0,-0.4,234.2,충청북도
 2003,04,11.9,18.2,6.0,944.7,충청북도
 2003,05,17.5,24.3,11.1,718.7,충청북도
 2003,06,20.5,25.6,16.1,883.9,충청북도
 2003,07,22.4,26.6,18.9,2582.3,충청북도
 2003,08,23.2,27.6,20.1,1595.2,충청북도
 2003,09,20.0,25.4,16.0,1235.6,충청북도
 2004,03,5.1,12.2,-1.8,211.7,충청북도
 2004,04,12.4,20.1,4.8,371.0,충청북도
 2004,05,17.1,23.0,11.6,618.2,충청북도
 2004,06,21.9,27.9,16.4,1728.1,충청북도
 2004,07,24.9,29.4,21.3,1872.1,충청북도
 2004,08,24.5,29.6,20.6,1219.9,충청북도
 2004,09,19.8,25.7,15.3,757.7,충청북도
 2005,03,3.9,10.5,-2.2,212.1,충청북도
 2005,04,12.7,20.0,5.4,300.5,충청북도
 2005,05,16.7,23.9,9.9,292.1,충청북도
 2005,06,22.2,28.1,17.4,866.4,충청북도
 2005,07,24.6,29.1,21.2,1831.5,충청북도
 2005,08,24.3,29.1,20.8,1605.1,충청북도
 2005,09,20.8,26.0,16.8,1263.7,충청북도
 2006,03,4.8,11.4,-1.6,46.8,충청북도
 2006,04,10.7,17.0,4.7,469.1,충청북도
 2006,05,17.3,23.5,11.6,529.5,충청북도
 2006,06,21.3,27.2,16.3,630.0,충청북도
 2006,07,22.5,26.4,19.9,3495.0,충청북도
 2006,08,25.8,31.5,21.7,366.0,충청북도
 2006,09,18.4,24.7,13.2,129.5,충청북도
 2007,03,5.5,11.8,-0.1,597.9,충청북도
 2007,04,10.8,17.9,3.9,137.8,충청북도
 2007,05,17.2,24.0,11.1,591.5,충청북도
 2007,06,21.5,27.5,16.2,589.4,충청북도
 2007,07,23.2,27.5,19.9,1490.4,충청북도
 2007,08,25.2,29.9,21.7,2081.9,충청북도
 2007,09,20.4,24.8,17.0,1794.7,충청북도
 2008,03,6.1,12.8,0.1,192.7,충청북도
 2008,04,12.6,20.1,5.5,170.5,충청북도
 2008,05,17.1,24.1,10.4,330.5,충청북도
 2008,06,20.5,25.9,15.8,601.3,충청북도
 2008,07,25.7,30.6,22.2,1255.7,충청북도
 2008,08,24.1,29.4,19.8,1094.0,충청북도
 2008,09,20.4,26.8,15.6,338.1,충청북도
 2009,03,5.7,12.1,-0.6,254.2,충청북도
 2009,04,11.8,19.1,4.7,172.5,충청북도
 2009,05,17.7,24.8,11.0,588.0,충청북도
 2009,06,21.7,27.6,16.1,553.2,충청북도
 2009,07,23.3,28.1,19.7,1977.3,충청북도
 2009,08,23.9,29.0,19.8,764.7,충청북도
 2009,09,19.8,26.1,14.8,295.8,충청북도
 2010,03,4.0,8.7,-0.4,473.9,충청북도
 2010,04,9.1,15.3,2.9,340.1,충청북도
 2010,05,16.9,23.5,10.3,548.4,충청북도
 2010,06,22.4,28.6,16.8,239.6,충청북도
 2010,07,25.1,29.6,21.6,917.7,충청북도
 2010,08,26.4,30.8,23.4,1924.9,충청북도
 2010,09,20.8,26.3,16.8,1398.9,충청북도
 2011,03,3.3,9.5,-2.6,130.9,충청북도
 2011,04,10.5,17.3,3.8,648.8,충청북도
 2011,05,17.3,23.3,11.4,743.2,충청북도
 2011,06,22.0,27.8,16.8,1871.8,충청북도
 2011,07,24.8,29.0,21.7,2620.8,충청북도
 2011,08,24.7,29.0,21.5,1644.5,충청북도
 2011,09,19.6,25.3,15.1,664.0,충청북도
 2012,03,4.7,9.9,-0.2,387.5,충청북도
 2012,04,12.2,19.1,5.5,509.8,충청북도
 2012,05,18.0,24.8,11.8,209.0,충청북도
 2012,06,22.3,27.9,17.4,413.8,충청북도
 2012,07,25.1,29.8,21.3,1391.1,충청북도
 2012,08,25.8,30.3,22.2,2181.7,충청북도
 2012,09,19.1,24.6,14.9,985.3,충청북도
 2013,03,5.2,12.8,-1.6,242.3,충청북도
 2013,04,9.4,15.9,2.9,411.5,충청북도
 2013,05,17.7,24.5,11.2,497.5,충청북도
 2013,06,23.0,28.6,18.3,781.7,충청북도
 2013,07,25.7,29.9,22.6,1368.5,충청북도
 2013,08,26.3,31.6,22.2,900.5,충청북도
 2013,09,19.9,25.4,15.4,638.4,충청북도
 2014,03,6.7,13.1,0.6,299.4,충청북도
 2014,04,12.9,20.2,6.1,280.1,충청북도
 2014,05,18.1,25.5,10.9,176.5,충청북도
 2014,06,21.9,27.6,17.4,424.3,충청북도
 2014,07,24.9,30.0,20.6,568.6,충청북도
 2014,08,23.2,27.5,20.0,1419.0,충청북도
 2014,09,19.9,26.2,14.8,596.7,충청북도
 2015,03,5.6,13.2,-1.6,200.2,충청북도
 2015,04,12.1,18.5,6.0,474.3,충청북도
 2015,05,18.3,25.6,10.7,134.4,충청북도
 2015,06,22.2,28.4,16.6,390.9,충청북도
 2015,07,24.2,28.9,20.4,853.1,충청북도
 2015,08,24.7,30.3,20.4,364.5,충청북도
 2015,09,19.4,26.2,13.6,153.5,충청북도
 2016,03,6.0,12.9,-0.5,149.6,충청북도
 2016,04,13.6,20.9,6.9,651.5,충청북도
 2016,05,18.4,25.8,11.1,385.4,충청북도
 2016,06,22.6,28.3,17.4,215.2,충청북도
 2016,07,25.1,29.9,21.4,1913.4,충청북도
 2016,08,26.2,32.1,21.5,370.4,충청북도
 2016,09,20.9,26.0,16.9,522.8,충청북도
 2017,03,5.3,12.2,-1.1,103.5,충청북도
 2017,04,13.3,20.6,6.2,329.6,충청북도
 2017,05,18.4,25.8,11.2,105.9,충청북도
 2017,06,22.0,28.7,15.8,279.0,충청북도
 2017,07,25.8,30.2,22.6,2563.6,충청북도
 2017,08,24.7,29.4,20.9,1272.2,충청북도
 2017,09,19.3,25.8,13.8,398.5,충청북도
 2018,03,7.2,14.0,0.8,439.7,충청북도
 2018,04,12.7,19.8,5.6,625.0,충청북도
 2018,05,17.7,23.9,11.7,629.5,충청북도
 2018,06,22.3,28.4,17.0,430.4,충청북도
 2018,07,26.7,32.1,22.3,984.2,충청북도
 2018,08,27.1,32.7,22.7,1672.9,충청북도
 2018,09,19.5,25.1,14.5,801.4,충청북도
 2019,03,6.2,13.2,-0.3,160.2,충청북도
 2019,04,11.4,18.1,4.8,369.9,충청북도
 2019,05,18.3,26.1,10.3,150.9,충청북도
 2019,06,21.4,27.5,16.0,422.5,충청북도
 2019,07,24.6,29.3,20.7,936.3,충청북도
 2019,08,25.8,31.1,21.5,633.0,충청북도
 2019,09,21.0,26.2,16.7,863.5,충청북도
 2020,03,7.0,13.9,0.0,102.6,충청북도
 2020,04,10.2,17.3,2.9,146.1,충청북도
 2020,05,17.6,23.6,12.0,459.5,충청북도
 2020,06,23.0,28.5,18.2,690.6,충청북도
 2020,07,22.7,26.5,19.4,2056.4,충청북도
 2020,08,25.9,30.3,22.7,2498.5,충청북도
 2020,09,19.3,24.6,15.1,830.1,충청북도
 2021,03,8.0,14.5,1.8,434.0,충청북도
 2021,04,13.0,19.4,6.5,310.1,충청북도
 2021,05,16.0,21.9,10.4,792.8,충청북도
 2021,06,21.8,27.3,17.1,415.0,충청북도
 2021,07,26.0,31.2,21.8,1052.9,충청북도
 2021,08,24.2,28.6,20.8,1209.3,충청북도
 2021,09,20.7,25.5,16.4,957.9,충청북도
 2022,03,6.8,13.1,0.7,396.6,충청북도
 2022,04,13.4,20.8,6.0,249.6,충청북도
 2022,05,17.7,24.8,10.5,35.5,충청북도
 2022,06,22.5,27.9,17.7,819.3,충청북도
 2022,07,25.7,30.2,22.1,1182.7,충청북도
 2022,08,24.6,28.4,21.4,2126.5,충청북도
 2022,09,20.3,26.2,15.5,500.5,충청북도
 1980,03,4.5,10.9,-1.1,251.2,충청남도
 1980,04,10.1,16.0,4.0,871.0,충청남도
 1980,05,15.8,22.4,9.7,750.8,충청남도
 1980,06,21.0,26.2,16.7,1358.9,충청남도
 1980,07,22.6,26.8,19.5,1528.5,충청남도
 1980,08,22.5,26.8,19.1,1000.6,충청남도
 1980,09,18.3,24.9,12.7,246.2,충청남도
 1981,03,5.3,12.3,-0.5,120.3,충청남도
 1981,04,11.0,17.7,4.7,238.3,충청남도
 1981,05,15.8,21.9,9.8,173.6,충청남도
 1981,06,21.1,27.0,15.7,510.9,충청남도
 1981,07,25.6,29.9,22.2,2181.7,충청남도
 1981,08,23.9,28.8,19.8,1404.4,충청남도
 1981,09,18.9,25.2,13.7,737.3,충청남도
 1982,03,5.2,11.4,-0.5,296.5,충청남도
 1982,04,10.9,17.9,4.2,148.7,충청남도
 1982,05,17.6,23.9,11.5,685.1,충청남도
 1982,06,21.2,27.5,15.4,64.4,충청남도
 1982,07,24.2,29.9,19.3,899.8,충청남도
 1982,08,25.0,29.6,21.3,1073.1,충청남도
 1982,09,19.1,26.1,12.9,30.4,충청남도
 1983,03,5.7,11.6,0.4,374.5,충청남도
 1983,04,12.4,19.1,6.0,603.9,충청남도
 1983,05,17.4,24.0,11.2,371.5,충청남도
 1983,06,21.3,27.7,15.5,586.4,충청남도
 1983,07,23.6,27.7,20.2,1282.2,충청남도
 1983,08,25.5,30.3,21.6,1166.3,충청남도
 1983,09,21.6,26.7,17.4,887.0,충청남도
 1984,03,2.4,7.9,-2.9,91.8,충청남도
 1984,04,11.4,18.1,5.4,539.0,충청남도
 1984,05,17.3,23.9,11.4,293.2,충청남도
 1984,06,22.1,27.7,17.1,631.7,충청남도
 1984,07,25.0,29.4,21.3,1500.2,충청남도
 1984,08,26.4,31.2,22.5,1333.8,충청남도
 1984,09,19.5,25.6,14.6,1237.6,충청남도
 1985,03,4.1,9.8,-1.1,366.8,충청남도
 1985,04,11.1,18.2,4.4,364.7,충청남도
 1985,05,17.8,23.8,12.3,675.1,충청남도
 1985,06,21.5,26.9,16.9,266.2,충청남도
 1985,07,25.1,29.5,21.5,1390.5,충청남도
 1985,08,26.3,31.4,22.3,1173.5,충청남도
 1985,09,20.5,25.1,16.6,1527.5,충청남도
 1986,03,4.4,10.9,-1.0,192.5,충청남도
 1986,04,11.2,18.3,4.2,193.8,충청남도
 1986,05,16.3,22.5,10.5,635.9,충청남도
 1986,06,21.4,26.4,17.1,928.3,충청남도
 1986,07,23.5,27.7,19.9,1290.7,충청남도
 1986,08,24.5,29.6,20.3,1374.9,충청남도
 1986,09,18.7,24.7,13.9,742.6,충청남도
 1987,03,4.1,10.0,-1.2,186.1,충청남도
 1987,04,10.1,17.2,3.6,334.9,충청남도
 1987,05,16.4,22.9,10.5,394.7,충청남도
 1987,06,21.5,27.4,16.3,648.2,충청남도
 1987,07,23.7,27.6,20.3,2987.4,충청남도
 1987,08,24.6,29.0,21.2,2929.8,충청남도
 1987,09,19.1,25.4,13.9,164.6,충청남도
 1988,03,3.5,9.5,-1.8,235.2,충청남도
 1988,04,10.6,17.5,3.5,315.2,충청남도
 1988,05,17.1,23.9,10.8,266.9,충청남도
 1988,06,21.8,27.2,17.0,297.1,충청남도
 1988,07,24.7,28.5,21.5,1589.1,충청남도
 1988,08,25.4,31.0,20.7,375.8,충청남도
 1988,09,20.2,26.7,14.9,173.2,충청남도
 1989,03,5.1,11.5,-0.5,441.7,충청남도
 1989,04,12.7,20.4,5.3,131.9,충청남도
 1989,05,17.0,23.5,11.2,251.2,충청남도
 1989,06,20.3,25.7,15.4,1007.2,충청남도
 1989,07,24.2,29.1,20.2,1331.5,충청남도
 1989,08,25.1,30.0,20.7,940.1,충청남도
 1989,09,19.9,25.6,15.2,1327.8,충청남도
 1990,03,6.3,12.3,1.0,361.1,충청남도
 1990,04,10.7,16.9,5.0,447.9,충청남도
 1990,05,16.1,21.4,11.4,521.8,충청남도
 1990,06,21.1,25.9,17.4,1707.1,충청남도
 1990,07,25.4,29.7,22.1,1479.4,충청남도
 1990,08,25.9,31.8,21.3,966.6,충청남도
 1990,09,21.0,26.6,16.6,947.9,충청남도
 1991,03,4.4,10.5,-0.5,395.4,충청남도
 1991,04,11.4,19.4,4.2,347.5,충청남도
 1991,05,16.7,23.1,10.8,582.7,충청남도
 1991,06,21.8,27.3,17.1,616.0,충청남도
 1991,07,24.3,28.1,21.0,1358.5,충청남도
 1991,08,24.2,29.4,19.8,634.2,충청남도
 1991,09,19.9,25.5,15.4,1073.4,충청남도
 1992,03,6.1,12.5,0.7,157.6,충청남도
 1992,04,11.0,18.4,4.2,447.4,충청남도
 1992,05,15.7,22.3,9.9,369.2,충청남도
 1992,06,20.0,26.3,14.4,240.8,충청남도
 1992,07,24.9,29.7,21.2,660.9,충청남도
 1992,08,24.5,29.7,20.6,1742.8,충청남도
 1992,09,19.7,25.4,14.9,879.6,충청남도
 1993,03,4.3,11.4,-1.5,148.8,충청남도
 1993,04,10.0,17.0,3.5,180.3,충청남도
 1993,05,16.9,24.0,10.7,426.2,충청남도
 1993,06,20.8,26.2,16.4,988.3,충청남도
 1993,07,23.0,27.6,19.3,1534.1,충청남도
 1993,08,22.1,27.0,18.2,1030.0,충청남도
 1993,09,19.8,26.6,13.8,544.7,충청남도
 1994,03,3.2,9.6,-2.7,252.7,충청남도
 1994,04,13.4,21.4,5.8,161.2,충청남도
 1994,05,17.1,23.3,11.3,650.0,충청남도
 1994,06,21.5,27.8,15.8,761.8,충청남도
 1994,07,27.9,33.4,23.7,557.5,충청남도
 1994,08,26.7,31.8,22.6,1653.7,충청남도
 1994,09,19.7,26.6,13.8,226.2,충청남도
 1995,03,5.1,11.5,-0.3,153.5,충청남도
 1995,04,9.9,17.7,2.8,288.2,충청남도
 1995,05,15.9,22.4,9.2,259.6,충청남도
 1995,06,21.0,27.0,15.7,154.0,충청남도
 1995,07,24.6,29.0,20.9,783.5,충청남도
 1995,08,26.1,30.8,22.6,4490.2,충청남도
 1995,09,18.9,25.1,13.8,213.7,충청남도
 1996,03,4.0,9.8,-1.5,588.6,충청남도
 1996,04,8.9,15.6,2.4,224.1,충청남도
 1996,05,16.5,23.7,10.1,132.0,충청남도
 1996,06,21.2,25.8,17.8,1486.2,충청남도
 1996,07,24.5,29.2,20.9,931.8,충청남도
 1996,08,25.6,30.8,21.6,432.1,충청남도
 1996,09,20.3,27.6,14.6,56.9,충청남도
 1997,03,5.6,12.7,-0.2,168.1,충청남도
 1997,04,11.4,18.5,4.9,321.5,충청남도
 1997,05,16.8,22.6,11.5,1046.8,충청남도
 1997,06,22.0,28.1,16.8,1142.9,충청남도
 1997,07,25.1,30.0,21.5,1806.2,충청남도
 1997,08,25.7,31.3,21.5,983.7,충청남도
 1997,09,19.4,26.3,14.1,167.1,충청남도
 1998,03,6.1,13.0,-0.4,165.6,충청남도
 1998,04,14.5,20.5,9.6,797.1,충청남도
 1998,05,17.4,23.8,11.8,509.5,충청남도
 1998,06,20.4,25.0,16.3,1313.2,충청남도
 1998,07,24.4,28.3,21.2,1342.6,충청남도
 1998,08,24.7,28.9,21.3,2212.9,충청남도
 1998,09,21.5,27.5,16.8,1151.7,충청남도
 1999,03,5.5,11.9,-0.6,326.1,충청남도
 1999,04,12.0,18.9,5.7,451.1,충청남도
 1999,05,16.2,22.2,10.2,669.8,충청남도
 1999,06,21.6,27.5,16.5,862.3,충청남도
 1999,07,24.4,28.9,20.7,675.6,충청남도
 1999,08,24.9,29.6,21.2,1277.9,충청남도
 1999,09,22.0,27.0,18.3,1865.1,충청남도
 2000,03,4.6,11.9,-2.5,56.4,충청남도
 2000,04,10.1,16.8,3.2,244.8,충청남도
 2000,05,15.8,22.0,10.3,220.6,충청남도
 2000,06,21.2,26.6,16.9,1037.9,충청남도
 2000,07,25.6,30.5,21.8,891.3,충청남도
 2000,08,25.7,30.5,22.0,2860.6,충청남도
 2000,09,19.6,24.9,15.4,1288.1,충청남도
 2001,03,4.5,10.9,-1.7,71.9,충청남도
 2001,04,11.8,19.7,4.3,111.2,충청남도
 2001,05,18.2,24.6,12.5,95.8,충청남도
 2001,06,21.9,26.8,17.8,901.2,충청남도
 2001,07,25.9,30.5,22.5,1285.5,충청남도
 2001,08,25.6,31.1,21.2,642.1,충청남도
 2001,09,21.0,27.9,15.0,134.5,충청남도
 2002,03,6.6,13.7,-0.2,171.3,충청남도
 2002,04,13.0,19.9,6.6,768.5,충청남도
 2002,05,16.6,22.5,11.5,723.3,충청남도
 2002,06,21.1,27.2,15.7,314.3,충청남도
 2002,07,24.7,29.0,21.2,1090.6,충청남도
 2002,08,24.0,27.9,21.1,2296.2,충청남도
 2002,09,20.0,26.1,15.5,297.5,충청남도
 2003,03,5.2,11.1,-0.3,196.1,충청남도
 2003,04,11.8,17.8,6.3,931.8,충청남도
 2003,05,17.9,24.4,12.1,598.5,충청남도
 2003,06,20.7,25.8,16.5,919.4,충청남도
 2003,07,23.0,27.2,19.9,2182.4,충청남도
 2003,08,23.5,27.8,20.3,1385.0,충청남도
 2003,09,20.6,25.9,16.4,953.6,충청남도
 2004,03,5.2,12.1,-1.4,179.0,충청남도
 2004,04,11.6,19.0,4.4,354.7,충청남도
 2004,05,16.8,22.4,11.7,572.9,충청남도
 2004,06,21.8,27.4,17.0,1392.1,충청남도
 2004,07,25.0,29.1,21.8,1652.6,충청남도
 2004,08,25.4,30.6,21.6,1104.0,충청남도
 2004,09,20.7,26.5,15.9,969.1,충청남도
 2005,03,4.0,10.2,-2.0,180.6,충청남도
 2005,04,12.4,19.5,5.6,310.9,충청남도
 2005,05,16.6,23.7,10.1,283.6,충청남도
 2005,06,22.1,27.5,17.8,863.0,충청남도
 2005,07,25.0,29.4,21.6,1820.4,충청남도
 2005,08,25.0,29.5,21.7,1532.5,충청남도
 2005,09,21.8,26.9,17.8,1232.2,충청남도
 2006,03,4.6,11.2,-2.0,37.9,충청남도
 2006,04,10.4,16.0,4.7,448.4,충청남도
 2006,05,17.3,23.1,11.9,482.0,충청남도
 2006,06,21.2,26.8,16.6,645.3,충청남도
 2006,07,23.2,26.7,20.6,2535.1,충청남도
 2006,08,26.1,31.5,22.1,344.7,충청남도
 2006,09,19.4,25.4,14.3,133.8,충청남도
 2007,03,6.0,12.2,0.5,625.5,충청남도
 2007,04,10.6,17.2,4.0,148.4,충청남도
 2007,05,17.2,23.4,11.5,521.7,충청남도
 2007,06,22.0,27.3,17.3,596.2,충청남도
 2007,07,24.0,28.2,20.8,1224.6,충청남도
 2007,08,26.0,30.4,22.8,1787.7,충청남도
 2007,09,21.3,25.6,17.8,1944.1,충청남도
 2008,03,6.1,12.9,-0.1,184.8,충청남도
 2008,04,12.5,19.5,5.7,197.0,충청남도
 2008,05,16.8,23.2,10.9,366.1,충청남도
 2008,06,21.0,26.1,16.7,796.6,충청남도
 2008,07,25.7,30.0,22.5,1276.2,충청남도
 2008,08,24.7,29.7,20.6,736.5,충청남도
 2008,09,21.2,27.3,16.6,283.6,충청남도
 2009,03,6.0,12.0,0.0,280.6,충청남도
 2009,04,11.4,18.5,4.7,202.1,충청남도
 2009,05,17.6,24.0,11.4,640.8,충청남도
 2009,06,21.6,27.0,16.5,475.1,충청남도
 2009,07,23.6,28.0,19.9,1945.1,충청남도
 2009,08,24.7,29.5,20.6,822.4,충청남도
 2009,09,20.6,26.7,15.6,157.3,충청남도
 2010,03,5.1,9.5,0.3,407.6,충청남도
 2010,04,9.2,15.2,3.4,315.0,충청남도
 2010,05,16.6,22.6,10.9,630.0,충청남도
 2010,06,22.2,28.0,17.3,291.3,충청남도
 2010,07,25.4,29.6,22.1,1555.2,충청남도
 2010,08,26.7,30.9,23.7,2522.5,충청남도
 2010,09,21.8,26.9,17.9,1192.1,충청남도
 2011,03,3.6,9.4,-2.1,116.5,충청남도
 2011,04,10.2,16.7,3.8,504.4,충청남도
 2011,05,17.3,23.0,11.9,568.3,충청남도
 2011,06,21.6,27.0,17.1,1709.0,충청남도
 2011,07,25.1,28.8,22.3,3195.5,충청남도
 2011,08,25.1,29.2,22.2,1729.9,충청남도
 2011,09,20.5,26.0,16.2,456.3,충청남도
 2012,03,4.5,9.8,-0.5,275.3,충청남도
 2012,04,11.5,18.3,5.0,449.2,충청남도
 2012,05,18.2,24.8,12.3,87.1,충청남도
 2012,06,22.6,28.2,17.8,430.0,충청남도
 2012,07,25.3,29.7,21.8,1292.5,충청남도
 2012,08,26.4,30.8,22.9,2652.6,충청남도
 2012,09,19.8,24.9,15.7,1005.0,충청남도
 2013,03,4.8,11.9,-1.5,269.1,충청남도
 2013,04,9.2,15.4,2.7,366.4,충청남도
 2013,05,17.0,23.5,11.0,593.5,충청남도
 2013,06,22.7,28.4,18.1,625.8,충청남도
 2013,07,26.0,29.5,23.0,1246.8,충청남도
 2013,08,26.8,31.7,23.0,787.8,충청남도
 2013,09,20.7,26.2,16.3,850.5,충청남도
 2014,03,6.9,12.9,1.1,295.6,충청남도
 2014,04,12.7,19.8,6.5,400.5,충청남도
 2014,05,17.6,24.2,11.5,221.9,충청남도
 2014,06,22.1,27.4,17.8,392.4,충청남도
 2014,07,24.9,29.6,21.2,775.2,충청남도
 2014,08,23.7,27.8,20.6,1281.0,충청남도
 2014,09,20.6,26.9,15.6,651.4,충청남도
 2015,03,5.5,12.7,-1.3,163.8,충청남도
 2015,04,12.3,18.3,6.5,527.1,충청남도
 2015,05,17.6,24.4,11.1,189.9,충청남도
 2015,06,21.8,27.6,16.9,470.4,충청남도
 2015,07,24.4,28.7,21.0,672.2,충청남도
 2015,08,25.1,30.2,21.2,298.0,충청남도
 2015,09,20.5,26.9,15.1,98.0,충청남도
 2016,03,6.2,12.8,0.2,153.3,충청남도
 2016,04,13.1,20.3,7.0,758.7,충청남도
 2016,05,18.2,25.1,11.8,718.8,충청남도
 2016,06,22.3,27.6,17.7,262.4,충청남도
 2016,07,25.6,30.0,22.0,1757.4,충청남도
 2016,08,26.5,32.1,22.1,287.4,충청남도
 2016,09,21.6,26.8,17.5,540.3,충청남도
 2017,03,5.3,12.2,-1.3,74.1,충청남도
 2017,04,12.8,19.6,6.4,337.9,충청남도
 2017,05,17.7,24.7,11.2,199.1,충청남도
 2017,06,21.6,27.8,16.0,180.2,충청남도
 2017,07,26.1,29.9,23.3,2468.0,충청남도
 2017,08,25.1,29.6,21.5,1603.8,충청남도
 2017,09,20.1,26.1,15.0,426.6,충청남도
 2018,03,7.3,13.6,1.6,492.0,충청남도
 2018,04,12.3,18.7,6.0,832.0,충청남도
 2018,05,17.6,23.2,12.2,674.1,충청남도
 2018,06,21.9,27.8,17.1,621.8,충청남도
 2018,07,26.7,31.7,22.5,1266.0,충청남도
 2018,08,27.5,32.7,23.2,1577.8,충청남도
 2018,09,20.2,25.4,15.5,687.6,충청남도
 2019,03,6.2,12.9,-0.2,193.4,충청남도
 2019,04,11.1,17.6,4.8,373.0,충청남도
 2019,05,17.5,24.9,10.3,176.9,충청남도
 2019,06,21.0,26.7,16.2,508.3,충청남도
 2019,07,24.7,29.0,21.1,1419.0,충청남도
 2019,08,25.9,31.0,21.7,889.4,충청남도
 2019,09,21.3,26.3,17.3,1135.7,충청남도
 2020,03,7.1,13.6,0.6,156.5,충청남도
 2020,04,10.1,16.9,3.2,137.0,충청남도
 2020,05,17.5,23.3,12.3,652.0,충청남도
 2020,06,22.5,27.8,18.3,1233.9,충청남도
 2020,07,23.0,26.9,20.0,2942.3,충청남도
 2020,08,26.5,30.5,23.6,2901.9,충청남도
 2020,09,20.4,25.4,16.4,1400.6,충청남도
 2021,03,8.1,14.8,2.2,648.2,충청남도
 2021,04,13.2,19.6,7.0,419.2,충청남도
 2021,05,16.4,22.1,11.2,961.4,충청남도
 2021,06,22.1,27.3,17.7,488.5,충청남도
 2021,07,26.5,31.5,22.5,1154.2,충청남도
 2021,08,25.0,29.5,21.5,1739.2,충청남도
 2021,09,21.7,26.5,17.7,1456.5,충청남도
 2022,03,7.0,13.2,1.0,503.8,충청남도
 2022,04,13.1,20.2,6.6,386.2,충청남도
 2022,05,17.5,24.2,10.9,40.9,충청남도
 2022,06,22.7,27.6,18.6,1324.3,충청남도
 2022,07,26.2,30.5,22.6,1148.5,충청남도
 2022,08,25.1,28.8,22.0,3299.4,충청남도
 2022,09,21.2,26.9,16.5,830.2,충청남도
 1980,03,4.8,10.9,-0.3,315.0,전라북도
 1980,04,10.6,16.6,4.8,957.1,전라북도
 1980,05,16.2,22.6,10.0,767.2,전라북도
 1980,06,21.3,26.5,16.7,1221.5,전라북도
 1980,07,23.0,27.0,19.6,2339.1,전라북도
 1980,08,22.7,26.8,19.2,1528.4,전라북도
 1980,09,18.9,25.1,13.3,181.7,전라북도
 1981,03,5.8,12.8,-0.1,97.0,전라북도
 1981,04,11.2,17.9,5.1,358.6,전라북도
 1981,05,16.5,22.9,10.2,266.9,전라북도
 1981,06,21.4,27.0,16.3,777.0,전라북도
 1981,07,26.0,30.5,22.2,2099.8,전라북도
 1981,08,24.5,29.4,20.3,2000.0,전라북도
 1981,09,19.5,25.8,14.5,838.0,전라북도
 1982,03,5.6,11.9,-0.1,376.5,전라북도
 1982,04,11.1,18.0,5.1,328.7,전라북도
 1982,05,18.4,24.9,12.2,746.6,전라북도
 1982,06,21.3,27.6,15.9,288.0,전라북도
 1982,07,24.3,29.6,19.9,972.0,전라북도
 1982,08,25.3,29.9,21.6,1201.5,전라북도
