년,월,평균풍속(m/s),최대풍속(m/s),지역
 2019,08,2.0,10.1,전라남도
 2019,09,2.3,18.0,전라남도
 2020,03,3.1,11.7,전라남도
 2020,04,3.2,10.8,전라남도
 2020,05,2.7,9.9,전라남도
 2020,06,2.2,10.4,전라남도
 2020,07,2.1,9.0,전라남도
 2020,08,2.6,13.8,전라남도
 2020,09,2.2,14.0,전라남도
 2021,03,2.7,10.9,전라남도
 2021,04,2.9,10.6,전라남도
 2021,05,2.6,9.8,전라남도
 2021,06,2.1,9.0,전라남도
 2021,07,2.3,9.2,전라남도
 2021,08,1.9,9.2,전라남도
 2021,09,2.3,9.1,전라남도
 2022,03,2.8,11.5,전라남도
 2022,04,2.4,8.4,전라남도
 2022,05,2.3,7.7,전라남도
 2022,06,2.7,9.0,전라남도
 2022,07,2.4,9.7,전라남도
 2022,08,2.3,8.7,전라남도
 2022,09,2.5,14.9,전라남도
 1980,03,1.9,8.3,전라북도
 1980,04,2.4,10.8,전라북도
 1980,05,2.1,9.4,전라북도
 1980,06,1.8,10.3,전라북도
 1980,07,1.6,7.2,전라북도
 1980,08,1.5,7.4,전라북도
 1980,09,1.7,7.9,전라북도
 1981,03,2.0,10.7,전라북도
 1981,04,1.8,7.7,전라북도
 1981,05,2.0,9.1,전라북도
 1981,06,1.5,6.8,전라북도
 1981,07,1.7,8.2,전라북도
 1981,08,1.5,8.0,전라북도
 1981,09,1.6,10.7,전라북도
 1982,03,1.8,7.7,전라북도
 1982,04,1.8,8.4,전라북도
 1982,05,1.9,10.0,전라북도
 1982,06,1.5,7.2,전라북도
 1982,07,1.6,7.6,전라북도
 1982,08,1.7,7.8,전라북도
 1982,09,1.4,6.0,전라북도
 1983,03,1.9,10.2,전라북도
 1983,04,2.1,11.3,전라북도
 1983,05,1.5,7.2,전라북도
 1983,06,1.6,6.9,전라북도
 1983,07,1.6,7.8,전라북도
 1983,08,1.5,8.5,전라북도
 1983,09,1.4,7.5,전라북도
 1984,03,2.0,9.1,전라북도
 1984,04,1.9,10.3,전라북도
 1984,05,1.6,8.0,전라북도
 1984,06,1.6,8.0,전라북도
 1984,07,1.6,7.8,전라북도
 1984,08,1.6,8.7,전라북도
 1984,09,1.4,6.9,전라북도
 1985,03,1.8,10.8,전라북도
 1985,04,2.0,9.9,전라북도
 1985,05,1.7,8.5,전라북도
 1985,06,1.4,7.1,전라북도
 1985,07,1.4,6.4,전라북도
 1985,08,1.5,8.7,전라북도
 1985,09,1.6,7.2,전라북도
 1986,03,1.9,8.0,전라북도
 1986,04,1.9,9.5,전라북도
 1986,05,1.8,8.4,전라북도
 1986,06,1.6,6.7,전라북도
 1986,07,1.5,7.8,전라북도
 1986,08,1.8,13.3,전라북도
 1986,09,1.4,7.8,전라북도
 1987,03,2.1,9.9,전라북도
 1987,04,1.9,10.7,전라북도
 1987,05,1.8,7.1,전라북도
 1987,06,1.7,7.9,전라북도
 1987,07,1.8,11.8,전라북도
 1987,08,1.8,10.1,전라북도
 1987,09,1.7,8.9,전라북도
 1988,03,2.1,9.1,전라북도
 1988,04,2.1,10.3,전라북도
 1988,05,1.7,7.9,전라북도
 1988,06,1.7,6.5,전라북도
 1988,07,2.1,8.3,전라북도
 1988,08,1.5,7.4,전라북도
 1988,09,1.4,5.9,전라북도
 1989,03,2.1,9.4,전라북도
 1989,04,1.8,7.9,전라북도
 1989,05,1.8,8.8,전라북도
 1989,06,1.7,8.3,전라북도
 1989,07,1.6,7.5,전라북도
 1989,08,1.7,9.0,전라북도
 1989,09,1.4,8.7,전라북도
 1990,03,1.9,8.9,전라북도
 1990,04,2.2,8.8,전라북도
 1990,05,2.1,8.7,전라북도
 1990,06,1.8,8.1,전라북도
 1990,07,1.7,7.1,전라북도
 1990,08,1.3,6.5,전라북도
 1990,09,1.5,9.3,전라북도
 1991,03,2.0,7.7,전라북도
 1991,04,1.8,7.9,전라북도
 1991,05,2.1,9.8,전라북도
 1991,06,1.7,8.3,전라북도
 1991,07,1.9,8.5,전라북도
 1991,08,1.5,8.3,전라북도
 1991,09,1.3,7.4,전라북도
 1992,03,1.6,7.3,전라북도
 1992,04,2.1,11.3,전라북도
 1992,05,2.0,8.8,전라북도
 1992,06,1.9,8.8,전라북도
 1992,07,2.0,7.6,전라북도
 1992,08,1.6,6.8,전라북도
 1992,09,1.6,8.1,전라북도
 1993,03,1.8,8.7,전라북도
 1993,04,2.4,10.4,전라북도
 1993,05,1.9,7.5,전라북도
 1993,06,2.0,11.5,전라북도
 1993,07,1.7,8.5,전라북도
 1993,08,1.6,8.0,전라북도
 1993,09,1.5,7.6,전라북도
 1994,03,2.2,9.4,전라북도
 1994,04,2.0,9.0,전라북도
 1994,05,2.3,8.8,전라북도
 1994,06,1.7,8.3,전라북도
 1994,07,1.7,6.8,전라북도
 1994,08,1.9,10.2,전라북도
 1994,09,1.6,7.1,전라북도
 1995,03,2.0,9.1,전라북도
 1995,04,1.9,8.0,전라북도
 1995,05,1.8,7.9,전라북도
 1995,06,1.5,5.6,전라북도
 1995,07,1.7,8.4,전라북도
 1995,08,1.6,9.1,전라북도
 1995,09,1.2,6.5,전라북도
 1996,03,2.0,8.7,전라북도
 1996,04,2.1,8.7,전라북도
 1996,05,1.8,7.4,전라북도
 1996,06,1.7,9.8,전라북도
 1996,07,1.7,7.0,전라북도
 1996,08,1.3,6.5,전라북도
 1996,09,1.2,5.7,전라북도
 1997,03,1.8,8.6,전라북도
 1997,04,1.7,7.9,전라북도
 1997,05,2.1,8.7,전라북도
 1997,06,1.6,9.1,전라북도
 1997,07,1.4,7.9,전라북도
 1997,08,1.6,8.1,전라북도
 1997,09,1.5,8.3,전라북도
 1998,03,2.0,10.3,전라북도
 1998,04,1.8,8.3,전라북도
 1998,05,1.7,7.3,전라북도
 1998,06,1.7,7.8,전라북도
 1998,07,2.0,7.6,전라북도
 1998,08,1.6,8.3,전라북도
 1998,09,1.4,9.9,전라북도
 1999,03,1.9,11.5,전라북도
 1999,04,2.2,12.3,전라북도
 1999,05,2.0,10.5,전라북도
 1999,06,1.6,9.0,전라북도
 1999,07,1.8,9.5,전라북도
 1999,08,1.7,18.0,전라북도
 1999,09,1.6,10.0,전라북도
 2000,03,2.3,12.7,전라북도
 2000,04,2.3,13.0,전라북도
 2000,05,2.1,9.7,전라북도
 2000,06,1.7,7.6,전라북도
 2000,07,1.7,8.9,전라북도
 2000,08,1.6,13.1,전라북도
 2000,09,1.7,11.3,전라북도
 2001,03,2.3,10.6,전라북도
 2001,04,1.9,8.1,전라북도
 2001,05,1.8,7.3,전라북도
 2001,06,1.6,7.3,전라북도
 2001,07,1.6,7.1,전라북도
 2001,08,1.4,7.2,전라북도
 2001,09,1.6,6.5,전라북도
 2002,03,2.1,9.9,전라북도
 2002,04,2.3,10.1,전라북도
 2002,05,1.7,7.1,전라북도
 2002,06,1.8,7.1,전라북도
 2002,07,1.7,8.1,전라북도
 2002,08,1.5,11.1,전라북도
 2002,09,1.4,6.8,전라북도
 2003,03,1.9,9.2,전라북도
 2003,04,2.0,8.1,전라북도
 2003,05,1.8,8.1,전라북도
 2003,06,1.7,7.4,전라북도
 2003,07,1.6,7.9,전라북도
 2003,08,1.4,8.6,전라북도
 2003,09,1.4,11.0,전라북도
 2004,03,1.9,8.8,전라북도
 2004,04,1.8,9.4,전라북도
 2004,05,1.9,7.7,전라북도
 2004,06,1.3,5.5,전라북도
 2004,07,1.8,8.9,전라북도
 2004,08,1.3,7.0,전라북도
 2004,09,1.4,6.4,전라북도
 2005,03,2.3,8.9,전라북도
 2005,04,2.3,10.3,전라북도
 2005,05,1.9,9.4,전라북도
 2005,06,1.7,7.7,전라북도
 2005,07,1.5,7.3,전라북도
 2005,08,1.6,7.3,전라북도
 2005,09,1.6,8.5,전라북도
 2006,03,2.2,9.6,전라북도
 2006,04,2.3,9.8,전라북도
 2006,05,1.8,7.8,전라북도
 2006,06,1.5,9.2,전라북도
 2006,07,1.6,7.9,전라북도
 2006,08,1.3,8.0,전라북도
 2006,09,1.3,5.8,전라북도
 2007,03,2.1,10.5,전라북도
 2007,04,2.0,9.1,전라북도
 2007,05,2.0,8.3,전라북도
 2007,06,1.6,6.8,전라북도
 2007,07,1.5,7.2,전라북도
 2007,08,1.7,7.9,전라북도
 2007,09,1.4,8.0,전라북도
 2008,03,1.8,7.1,전라북도
 2008,04,2.0,8.9,전라북도
 2008,05,1.9,8.0,전라북도
 2008,06,1.6,8.3,전라북도
 2008,07,1.7,8.0,전라북도
 2008,08,1.6,7.8,전라북도
 2008,09,1.2,6.2,전라북도
 2009,03,2.3,9.0,전라북도
 2009,04,2.1,9.2,전라북도
 2009,05,2.0,7.8,전라북도
 2009,06,1.9,7.6,전라북도
 2009,07,1.8,9.0,전라북도
 2009,08,1.5,6.4,전라북도
 2009,09,1.3,7.0,전라북도
 2010,03,2.3,9.3,전라북도
 2010,04,2.3,9.3,전라북도
 2010,05,2.0,7.7,전라북도
 2010,06,1.6,5.9,전라북도
 2010,07,1.8,7.7,전라북도
 2010,08,1.7,7.9,전라북도
 2010,09,1.6,9.4,전라북도
 2011,03,2.5,9.4,전라북도
 2011,04,2.4,10.1,전라북도
 2011,05,2.2,9.3,전라북도
 2011,06,2.2,9.8,전라북도
 2011,07,2.0,7.6,전라북도
 2011,08,1.7,10.0,전라북도
 2011,09,1.6,6.8,전라북도
 2012,03,2.3,9.2,전라북도
 2012,04,2.6,12.6,전라북도
 2012,05,1.7,7.4,전라북도
 2012,06,1.8,7.4,전라북도
 2012,07,1.7,9.6,전라북도
 2012,08,2.0,14.9,전라북도
 2012,09,1.5,10.0,전라북도
 2013,03,2.2,9.3,전라북도
 2013,04,2.5,10.0,전라북도
 2013,05,1.9,8.6,전라북도
 2013,06,1.5,6.4,전라북도
 2013,07,2.4,8.0,전라북도
 2013,08,1.6,7.5,전라북도
 2013,09,1.4,6.4,전라북도
 2014,03,2.0,8.7,전라북도
 2014,04,1.8,7.6,전라북도
 2014,05,2.1,9.2,전라북도
 2014,06,1.8,8.4,전라북도
 2014,07,1.7,8.4,전라북도
 2014,08,1.6,8.5,전라북도
 2014,09,1.3,6.7,전라북도
 2015,03,2.0,8.8,전라북도
 2015,04,1.9,10.3,전라북도
 2015,05,2.0,10.3,전라북도
 2015,06,1.7,7.7,전라북도
 2015,07,1.9,8.9,전라북도
 2015,08,1.6,7.2,전라북도
 2015,09,1.5,5.9,전라북도
 2016,03,1.8,8.2,전라북도
 2016,04,2.0,12.7,전라북도
 2016,05,2.1,9.9,전라북도
 2016,06,1.7,7.3,전라북도
 2016,07,1.8,8.6,전라북도
 2016,08,1.7,9.6,전라북도
 2016,09,1.5,6.8,전라북도
 2017,03,1.9,8.5,전라북도
 2017,04,2.2,9.7,전라북도
 2017,05,1.8,8.5,전라북도
 2017,06,1.7,7.7,전라북도
 2017,07,1.7,8.5,전라북도
 2017,08,1.6,7.4,전라북도
 2017,09,1.4,6.3,전라북도
 2018,03,1.9,8.8,전라북도
 2018,04,2.1,10.0,전라북도
 2018,05,2.1,9.3,전라북도
 2018,06,1.8,7.7,전라북도
 2018,07,1.7,6.8,전라북도
 2018,08,1.9,7.8,전라북도
 2018,09,1.6,7.9,전라북도
 2019,03,2.1,10.1,전라북도
 2019,04,1.7,7.5,전라북도
 2019,05,1.9,8.1,전라북도
 2019,06,1.5,6.8,전라북도
 2019,07,1.7,7.0,전라북도
 2019,08,1.5,7.3,전라북도
 2019,09,1.5,11.5,전라북도
 2020,03,2.1,9.3,전라북도
 2020,04,2.2,10.0,전라북도
 2020,05,1.9,8.8,전라북도
 2020,06,1.7,7.9,전라북도
 2020,07,1.4,7.8,전라북도
 2020,08,1.9,9.7,전라북도
 2020,09,1.7,11.5,전라북도
 2021,03,1.8,8.7,전라북도
 2021,04,2.0,9.7,전라북도
 2021,05,2.1,8.4,전라북도
 2021,06,1.6,7.4,전라북도
 2021,07,1.5,7.3,전라북도
 2021,08,1.4,7.8,전라북도
 2021,09,1.6,7.7,전라북도
 2022,03,1.9,9.4,전라북도
 2022,04,1.8,7.2,전라북도
 2022,05,1.8,7.4,전라북도
 2022,06,2.1,8.1,전라북도
 2022,07,1.7,7.9,전라북도
 2022,08,1.8,7.1,전라북도
 2022,09,1.7,9.5,전라북도
 1980,03,3.7,13.1,제주도
 1980,04,3.8,15.5,제주도
 1980,05,3.1,12.1,제주도
 1980,06,2.6,12.4,제주도
 1980,07,2.6,10.3,제주도
 1980,08,2.9,15.0,제주도
 1980,09,3.0,13.5,제주도
 1981,03,3.6,13.2,제주도
 1981,04,3.0,11.7,제주도
 1981,05,2.7,11.0,제주도
 1981,06,2.4,9.6,제주도
 1981,07,2.8,10.6,제주도
 1981,08,2.9,10.1,제주도
 1981,09,3.6,15.3,제주도
 1982,03,3.4,12.1,제주도
 1982,04,3.5,13.0,제주도
 1982,05,2.6,10.6,제주도
 1982,06,2.6,10.3,제주도
 1982,07,2.6,10.3,제주도
 1982,08,3.3,11.7,제주도
 1982,09,3.2,10.4,제주도
 1983,03,4.2,14.1,제주도
 1983,04,3.3,15.3,제주도
 1983,05,2.8,9.2,제주도
 1983,06,2.9,11.1,제주도
 1983,07,3.0,10.1,제주도
 1983,08,2.7,10.4,제주도
 1983,09,3.1,15.5,제주도
 1984,03,3.4,13.2,제주도
 1984,04,3.6,13.1,제주도
 1984,05,2.5,10.3,제주도
 1984,06,3.0,11.5,제주도
 1984,07,3.1,12.0,제주도
 1984,08,3.0,16.4,제주도
 1984,09,2.9,11.4,제주도
 1985,03,3.4,12.0,제주도
 1985,04,3.2,14.7,제주도
 1985,05,3.3,13.2,제주도
 1985,06,3.0,12.3,제주도
 1985,07,2.9,10.1,제주도
 1985,08,3.5,20.2,제주도
 1985,09,2.9,10.9,제주도
 1986,03,3.4,10.4,제주도
 1986,04,2.8,9.9,제주도
 1986,05,2.7,10.5,제주도
 1986,06,2.8,10.9,제주도
 1986,07,2.6,8.9,제주도
 1986,08,3.0,21.3,제주도
 1986,09,2.6,10.5,제주도
 1987,03,3.6,14.5,제주도
 1987,04,3.0,15.6,제주도
 1987,05,2.3,11.1,제주도
 1987,06,2.9,11.3,제주도
 1987,07,2.7,17.9,제주도
 1987,08,2.7,21.7,제주도
 1987,09,3.4,11.2,제주도
 1988,03,5.0,13.7,제주도
 1988,04,3.9,14.2,제주도
 1988,05,3.6,13.1,제주도
 1988,06,2.9,11.5,제주도
 1988,07,3.7,12.8,제주도
 1988,08,3.2,9.4,제주도
 1988,09,3.7,11.4,제주도
 1989,03,5.0,14.3,제주도
 1989,04,3.9,12.7,제주도
 1989,05,3.1,13.6,제주도
 1989,06,3.3,12.2,제주도
 1989,07,3.3,11.1,제주도
 1989,08,3.9,12.5,제주도
 1989,09,3.1,11.6,제주도
 1990,03,4.6,15.1,제주도
 1990,04,4.7,14.4,제주도
 1990,05,3.6,13.6,제주도
 1990,06,3.5,13.8,제주도
 1990,07,3.2,13.2,제주도
 1990,08,3.2,12.4,제주도
 1990,09,4.1,12.8,제주도
 1991,03,4.1,13.1,제주도
 1991,04,3.4,13.3,제주도
 1991,05,3.6,12.7,제주도
 1991,06,2.8,11.2,제주도
 1991,07,3.5,16.3,제주도
 1991,08,3.6,14.2,제주도
 1991,09,3.5,15.3,제주도
 1992,03,3.9,11.9,제주도
 1992,04,3.8,15.2,제주도
 1992,05,3.5,14.2,제주도
 1992,06,2.9,11.5,제주도
 1992,07,2.9,9.6,제주도
 1992,08,3.2,11.8,제주도
 1992,09,4.4,14.9,제주도
 1993,03,4.4,14.2,제주도
 1993,04,4.4,16.1,제주도
 1993,05,3.9,12.6,제주도
 1993,06,3.3,14.7,제주도
 1993,07,3.7,10.8,제주도
 1993,08,3.6,15.2,제주도
 1993,09,3.2,11.6,제주도
 1994,03,4.8,13.6,제주도
 1994,04,3.7,14.0,제주도
 1994,05,4.0,12.7,제주도
 1994,06,3.3,16.2,제주도
 1994,07,3.2,13.3,제주도
 1994,08,4.4,16.0,제주도
 1994,09,3.7,10.4,제주도
 1995,03,4.9,13.7,제주도
 1995,04,3.8,14.8,제주도
 1995,05,3.5,11.4,제주도
 1995,06,3.3,10.2,제주도
 1995,07,3.4,16.6,제주도
 1995,08,3.4,12.0,제주도
 1995,09,3.5,10.4,제주도
 1996,03,4.7,13.5,제주도
 1996,04,4.0,12.7,제주도
 1996,05,3.2,12.4,제주도
 1996,06,3.2,11.5,제주도
 1996,07,3.3,10.5,제주도
 1996,08,3.1,10.3,제주도
 1996,09,3.1,9.6,제주도
 1997,03,4.2,13.4,제주도
 1997,04,3.6,12.0,제주도
 1997,05,4.0,13.1,제주도
 1997,06,3.0,13.3,제주도
 1997,07,3.5,10.7,제주도
 1997,08,3.6,13.8,제주도
 1997,09,4.1,14.8,제주도
 1998,03,4.5,16.7,제주도
 1998,04,3.3,13.7,제주도
 1998,05,3.1,11.6,제주도
 1998,06,3.8,12.1,제주도
 1998,07,4.1,13.6,제주도
 1998,08,3.4,10.6,제주도
 1998,09,3.8,17.2,제주도
 1999,03,4.3,15.7,제주도
 1999,04,4.6,16.6,제주도
 1999,05,3.6,12.9,제주도
 1999,06,3.1,12.4,제주도
 1999,07,4.0,15.0,제주도
 1999,08,4.0,24.0,제주도
 1999,09,3.6,12.7,제주도
 2000,03,4.8,15.6,제주도
 2000,04,4.6,15.2,제주도
 2000,05,3.3,11.8,제주도
 2000,06,3.0,8.9,제주도
 2000,07,3.6,10.6,제주도
 2000,08,3.7,18.7,제주도
 2000,09,4.1,15.2,제주도
 2001,03,5.1,15.6,제주도
 2001,04,3.9,12.4,제주도
 2001,05,3.1,10.2,제주도
 2001,06,3.4,16.2,제주도
 2001,07,3.4,9.9,제주도
 2001,08,3.9,11.4,제주도
 2001,09,4.2,12.0,제주도
 2002,03,4.6,15.3,제주도
 2002,04,4.6,15.3,제주도
 2002,05,3.2,11.7,제주도
 2002,06,3.2,10.2,제주도
 2002,07,3.5,16.7,제주도
 2002,08,3.8,25.7,제주도
 2002,09,3.5,13.1,제주도
 2003,03,5.0,19.4,제주도
 2003,04,4.3,13.2,제주도
 2003,05,3.8,14.6,제주도
 2003,06,3.4,12.6,제주도
 2003,07,3.7,13.6,제주도
 2003,08,3.4,11.8,제주도
 2003,09,3.4,31.9,제주도
 2004,03,4.5,16.1,제주도
 2004,04,4.1,14.4,제주도
 2004,05,3.6,12.4,제주도
 2004,06,2.9,9.5,제주도
 2004,07,3.8,16.8,제주도
 2004,08,3.4,15.2,제주도
 2004,09,4.0,15.6,제주도
 2005,03,5.6,16.7,제주도
 2005,04,4.0,14.2,제주도
 2005,05,3.5,13.5,제주도
 2005,06,3.4,11.8,제주도
 2005,07,3.2,12.5,제주도
 2005,08,3.6,10.2,제주도
 2005,09,4.1,13.5,제주도
 2006,03,4.9,15.6,제주도
 2006,04,4.6,15.8,제주도
 2006,05,4.0,14.7,제주도
 2006,06,3.1,13.9,제주도
 2006,07,3.7,19.6,제주도
 2006,08,2.8,11.9,제주도
 2006,09,3.8,13.0,제주도
 2007,03,4.6,16.1,제주도
 2007,04,3.9,12.9,제주도
 2007,05,3.9,13.7,제주도
 2007,06,3.2,9.1,제주도
 2007,07,3.0,11.7,제주도
 2007,08,3.6,13.3,제주도
 2007,09,4.2,27.6,제주도
 2008,03,4.6,13.0,제주도
 2008,04,3.8,13.1,제주도
 2008,05,3.5,12.7,제주도
 2008,06,3.5,11.3,제주도
 2008,07,3.0,9.4,제주도
 2008,08,3.4,10.4,제주도
 2008,09,3.1,10.6,제주도
 2009,03,4.8,15.3,제주도
 2009,04,4.0,13.8,제주도
 2009,05,3.7,12.6,제주도
 2009,06,3.4,11.0,제주도
 2009,07,3.9,11.9,제주도
 2009,08,3.4,10.3,제주도
 2009,09,3.3,9.6,제주도
 2010,03,5.0,16.2,제주도
 2010,04,4.3,14.4,제주도
 2010,05,3.6,10.3,제주도
 2010,06,2.7,9.0,제주도
 2010,07,3.1,11.6,제주도
 2010,08,3.4,14.9,제주도
 2010,09,3.5,13.9,제주도
 2011,03,4.8,12.6,제주도
 2011,04,4.0,12.9,제주도
 2011,05,3.7,11.4,제주도
 2011,06,3.1,13.9,제주도
 2011,07,3.3,10.0,제주도
 2011,08,3.6,19.7,제주도
 2011,09,3.5,10.2,제주도
 2012,03,4.4,12.0,제주도
 2012,04,4.2,15.4,제주도
 2012,05,3.0,9.8,제주도
 2012,06,3.1,9.2,제주도
 2012,07,2.9,15.7,제주도
 2012,08,3.9,23.0,제주도
 2012,09,3.4,19.9,제주도
 2013,03,4.2,13.5,제주도
 2013,04,4.5,14.6,제주도
 2013,05,3.2,11.8,제주도
 2013,06,2.7,10.2,제주도
 2013,07,4.0,10.9,제주도
 2013,08,3.1,10.2,제주도
 2013,09,3.2,9.0,제주도
 2014,03,4.4,13.5,제주도
 2014,04,3.6,13.3,제주도
 2014,05,3.3,11.2,제주도
 2014,06,2.9,13.3,제주도
 2014,07,3.1,12.8,제주도
 2014,08,3.7,14.5,제주도
 2014,09,3.2,11.7,제주도
 2015,03,3.6,13.0,제주도
 2015,04,3.5,11.4,제주도
 2015,05,3.1,11.8,제주도
 2015,06,2.7,10.5,제주도
 2015,07,3.4,12.7,제주도
 2015,08,2.9,11.0,제주도
 2015,09,3.3,9.9,제주도
 2016,03,3.5,11.4,제주도
 2016,04,3.3,17.0,제주도
 2016,05,3.1,13.2,제주도
 2016,06,2.7,9.8,제주도
 2016,07,3.1,10.7,제주도
 2016,08,3.0,11.4,제주도
 2016,09,2.9,9.7,제주도
 2017,03,3.9,13.0,제주도
 2017,04,3.5,11.4,제주도
 2017,05,2.9,10.5,제주도
 2017,06,2.6,9.0,제주도
 2017,07,3.0,9.0,제주도
 2017,08,3.2,10.4,제주도
 2017,09,3.4,10.5,제주도
 2018,03,3.6,13.6,제주도
 2018,04,3.6,13.7,제주도
 2018,05,2.8,12.2,제주도
 2018,06,2.8,11.8,제주도
 2018,07,3.1,10.8,제주도
 2018,08,3.8,18.3,제주도
 2018,09,3.3,11.0,제주도
 2019,03,3.8,13.3,제주도
 2019,04,2.9,9.1,제주도
 2019,05,2.8,9.9,제주도
 2019,06,2.3,10.2,제주도
 2019,07,2.6,9.4,제주도
 2019,08,3.0,10.7,제주도
 2019,09,3.5,18.6,제주도
 2020,03,3.9,11.9,제주도
 2020,04,3.9,11.0,제주도
 2020,05,3.1,11.3,제주도
 2020,06,2.8,14.0,제주도
 2020,07,3.0,11.5,제주도
 2020,08,3.5,14.5,제주도
 2020,09,3.2,24.7,제주도
 2021,03,3.6,12.4,제주도
 2021,04,3.7,12.8,제주도
 2021,05,3.4,11.5,제주도
 2021,06,2.7,8.2,제주도
 2021,07,3.3,9.6,제주도
 2021,08,2.9,13.5,제주도
 2021,09,3.5,13.1,제주도
 2022,03,3.8,14.2,제주도
 2022,04,3.2,11.0,제주도
 2022,05,3.0,8.8,제주도
 2022,06,3.4,11.8,제주도
 2022,07,3.2,11.1,제주도
 2022,08,3.5,10.8,제주도
 2022,09,3.9,20.7,제주도
 1980,03,1.8,7.3,충청남도
 1980,04,2.3,12.0,충청남도
 1980,05,2.0,10.2,충청남도
 1980,06,1.7,8.1,충청남도
 1980,07,1.6,8.2,충청남도
 1980,08,1.5,7.0,충청남도
 1980,09,1.3,7.2,충청남도
 1981,03,2.0,9.3,충청남도
 1981,04,1.7,7.8,충청남도
 1981,05,2.1,8.8,충청남도
 1981,06,1.4,8.0,충청남도
 1981,07,1.7,7.9,충청남도
 1981,08,1.4,7.6,충청남도
 1981,09,1.4,6.4,충청남도
 1982,03,1.8,7.4,충청남도
 1982,04,1.7,8.0,충청남도
 1982,05,2.1,8.9,충청남도
 1982,06,1.4,6.8,충청남도
 1982,07,1.4,6.9,충청남도
 1982,08,1.6,8.7,충청남도
 1982,09,1.2,6.7,충청남도
 1983,03,1.9,9.0,충청남도
 1983,04,2.4,12.5,충청남도
 1983,05,1.6,7.7,충청남도
 1983,06,1.5,7.1,충청남도
 1983,07,1.9,9.2,충청남도
 1983,08,1.6,7.2,충청남도
 1983,09,1.3,6.7,충청남도
 1984,03,2.0,9.6,충청남도
 1984,04,1.9,10.1,충청남도
 1984,05,1.6,7.9,충청남도
 1984,06,1.6,8.8,충청남도
 1984,07,1.6,8.2,충청남도
 1984,08,1.5,7.4,충청남도
 1984,09,1.2,8.3,충청남도
 1985,03,1.8,10.3,충청남도
 1985,04,2.0,9.1,충청남도
 1985,05,1.7,7.3,충청남도
 1985,06,1.3,5.9,충청남도
 1985,07,1.5,7.1,충청남도
 1985,08,1.5,11.4,충청남도
 1985,09,1.4,7.7,충청남도
 1986,03,1.7,8.4,충청남도
 1986,04,1.9,10.3,충청남도
 1986,05,1.8,9.7,충청남도
 1986,06,1.6,7.2,충청남도
 1986,07,1.6,8.6,충청남도
 1986,08,1.6,11.0,충청남도
 1986,09,1.2,6.6,충청남도
 1987,03,2.0,9.7,충청남도
 1987,04,1.8,12.6,충청남도
 1987,05,1.6,7.3,충청남도
 1987,06,1.5,8.6,충청남도
 1987,07,1.7,11.1,충청남도
 1987,08,1.5,9.0,충청남도
 1987,09,1.4,7.7,충청남도
 1988,03,1.8,8.7,충청남도
 1988,04,2.0,10.0,충청남도
 1988,05,1.6,8.4,충청남도
 1988,06,1.6,6.9,충청남도
 1988,07,1.9,7.8,충청남도
 1988,08,1.3,8.1,충청남도
 1988,09,1.4,6.3,충청남도
 1989,03,2.0,10.3,충청남도
 1989,04,1.6,7.8,충청남도
 1989,05,1.9,9.7,충청남도
 1989,06,1.5,9.1,충청남도
 1989,07,1.5,8.4,충청남도
 1989,08,1.6,10.7,충청남도
 1989,09,1.3,11.6,충청남도
 1990,03,1.7,8.5,충청남도
 1990,04,2.1,10.1,충청남도
 1990,05,2.1,9.7,충청남도
 1990,06,1.7,7.8,충청남도
 1990,07,1.6,7.4,충청남도
 1990,08,1.1,6.5,충청남도
 1990,09,1.3,9.4,충청남도
 1991,03,1.6,7.3,충청남도
 1991,04,1.4,8.3,충청남도
 1991,05,1.7,8.1,충청남도
 1991,06,1.3,9.3,충청남도
 1991,07,1.7,9.5,충청남도
 1991,08,1.3,7.2,충청남도
 1991,09,1.1,6.8,충청남도
 1992,03,1.3,6.7,충청남도
 1992,04,1.8,10.0,충청남도
 1992,05,1.7,8.7,충청남도
 1992,06,1.5,8.5,충청남도
 1992,07,2.0,8.4,충청남도
 1992,08,1.4,7.1,충청남도
 1992,09,1.4,8.3,충청남도
 1993,03,1.4,7.2,충청남도
 1993,04,2.0,10.4,충청남도
 1993,05,1.6,7.4,충청남도
 1993,06,1.5,9.7,충청남도
 1993,07,1.6,7.3,충청남도
 1993,08,1.4,5.8,충청남도
 1993,09,1.3,8.8,충청남도
 1994,03,2.0,8.5,충청남도
 1994,04,1.9,8.9,충청남도
 1994,05,2.2,9.3,충청남도
 1994,06,1.6,8.6,충청남도
 1994,07,1.7,6.9,충청남도
 1994,08,1.8,8.7,충청남도
 1994,09,1.3,7.3,충청남도
 1995,03,2.1,9.9,충청남도
 1995,04,2.1,9.0,충청남도
 1995,05,2.0,9.0,충청남도
 1995,06,1.4,6.1,충청남도
 1995,07,1.9,7.3,충청남도
 1995,08,1.8,11.6,충청남도
 1995,09,1.2,5.7,충청남도
 1996,03,1.8,8.5,충청남도
 1996,04,1.8,7.5,충청남도
 1996,05,1.5,7.6,충청남도
 1996,06,1.7,11.2,충청남도
 1996,07,1.8,9.2,충청남도
 1996,08,1.1,4.6,충청남도
 1996,09,1.0,5.1,충청남도
 1997,03,1.6,7.5,충청남도
 1997,04,1.6,8.1,충청남도
 1997,05,2.0,8.5,충청남도
 1997,06,1.4,8.9,충청남도
 1997,07,1.3,8.2,충청남도
 1997,08,1.4,8.7,충청남도
 1997,09,1.3,6.5,충청남도
